course_code,name,courseries,term,course_major,course_type,course_level,teaching_type,grading_type,credit,hours,hours_per_week,campus,start_week,end_week,teachers,description,description_eng,teaching_material,reference_material,student_requirements,homepage
IOTA 5505,"Statistics for Inference, Learning and Data Processing",IOTA,2024-1,IOTA,IOTA,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"GONG, Zijun;XING, Hong","This course introduces the fundamentals and advanced topics of statistics from its modeling, analysis and inference that covers multivariate distribution along with dimension-reduction techniques, concentration inequalities, classification/clustering, to applications in statistical signal processing, including estimation theory and methods, detection theory and methods, and advanced algorithms such as Markov Chain Monte Carlo (MCMC) and expectation maximization (EM), etc.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IOTA
IOTA 6102,Internet of Things Seminar II,IOTA,2024-1,IOTA,IOTA,Graduate,Regular,Letter Grade,1,1,1,GZ,1,13,"CHEN, Huangxun","A series of regular seminars presented by postgraduate students, faculty, and guest speakers on IoT-related research problems currently under investigation. Students are expected to attend regularly. Continuation of IOTA 6101. Graded P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IOTA
IOTA 6900A,Independent Study,IOTA,2024-1,IOTA,IOTA,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,,An independent research project carried out under the supervision of a faculty member on an Internet of Things topic.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IOTA
IOTA 6900B,Independent Study,IOTA,2024-1,IOTA,IOTA,Graduate,Regular,Letter Grade,1,39,3,GZ,1,13,,An independent research project carried out under the supervision of a faculty member on an Internet of Things topic.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IOTA
IOTA 6910E,Sensor FusionIn Wireless Sensor & Actuator Networks,IOTA,2024-1,IOTA,IOTA,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"CHANG, Tengfei;CHANG, Tengfei","Sensor fusion in Wireless Sensor and Actuator Networks (WSANs) is important, particularly in the context of advancing technology and the growing Internet of Things (IoT) landscape. This course offers a comprehensive guide on how to implement sensor fusion filters for processing various types of sensor data. The course is structured to build understanding progressively, starting from basic concepts to more complex implementations. It combines theoretical explanations with practical examples and code snippets in Python, thus bridging the gap between theory and practical application in sensor data processing and analysis.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IOTA
IOTA 6910F,Stochastic Process in Engineering Systems,IOTA,2024-1,IOTA,IOTA,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"GAO, Shijian","This course introduces stochastic processes, focusing on their application in Electrical Engineering, Computer Science, and other related Engineering fields. Stochastic processes are vital for modeling systems affected by uncertainty, which is crucial in areas such as communications, signal processing, control systems. Students will explore mathematical foundations, including probability models, random variables, and statistical inference. Topics such as random vectors, Gaussian processes, and continuous-time random processes will be covered, providing essential tools for analyzing complex data. A key emphasis will be on applications in radar systems, demonstrating how stochastic models improve signal processing and system design. Additionally, students will learn how these concepts apply to IoT, where managing uncertainty in large data sets is critical for enhancing performance and reliability. By bridging multiple engineering disciplines, this course prepares students to tackle real-world challenges, equipping them with skills necessary for innovative solutions in an increasingly data-driven landscape.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IOTA
IOTA 6990,MPhil Thesis Research,IOTA,2024-1,IOTA,IOTA,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Master's thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IOTA
IOTA 7990,Doctoral Thesis Research,IOTA,2024-1,IOTA,IOTA,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Original and independent doctoral thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/IOTA
INFH 5000,Information Science and Technology: Essentials and Trends,INFH,2024-1,INFH,INFH,Graduate,Regular,Letter Grade,2,2,2,GZ,1,13,"CHEN, Huangxun;TANG, Nan;WANG, Xin;YU, Luwen","This inquiry-based course aims to introduce students to the concepts and skills needed to drive digital transformation in the information age. Students will learn to conduct research, explore real-world applications, and discuss grand challenges in the four thrust areas of the Information hub, namely Artificial Intelligence, Data Science and Analytics, Internet of Things, and Computational Media and Arts. The course incorporates various teaching and learning formats including lectures, seminars, online courses, group discussions, and a term project.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INFH
INFH 6780,Career Development for Information Hub Students,INFH,2024-1,INFH,INFH,Graduate,Regular,Letter Grade,1,1,1,GZ,1,13,"HUI, Pan;LIANG, Haining;VON CHAMIER-WAITE, CLEA THERESA;WANG, Zeyu","This course aims at equipping RPg students of the Information Hub with the skills conducive to their professional career development. Students are required to attend the 3 hours' training focusing on personality self-exploration and discipline-specific training at the thrust level, and another 10 hours' training at the hub level, at their own choice. Graded PP, P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INFH
SMMG 3020,Introduction to Additive Manufacturing,SMMG,2024-1,SMMG,SMMG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"CUI, Huachen;LI, Zhanpeng","This course studies methods used in additive manufacturing, theories governing additive manufacturing. With the information on materials given, students would be explained the relations between materials to be processed and methods of additive manufacturing, The course also introduces the common machines used for the technology and its applications and business opportunities with future directions. Students will learn to manufacture a 3D part by using some of the methods of additive manufacturing.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SMMG
SMMG 4020,Manufacturing Process and Systems,SMMG,2024-1,SMMG,SMMG,Graduate,Regular,Letter Grade,4,39,3,GZ,1,13,"DENG, Jianyi;WANG, Wenyu","This course introduces manufacturing processes including casting, forming, machining, welding, joining, and specialized processing technologies such as additive manufacturing and micro/nano-scale manufacturing. It also covers the basic structure of materials, as well as their physical and mechanical properties and how these relate to manufacturing processes. Additionally, the course encompasses topics in manufacturing systems for processing, inspection, testing, numerical control, and product quality control.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SMMG
SMMG 5100,Microelectromechanical Systems,SMMG,2024-1,SMMG,SMMG,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"WANG, Yunda","This course covers the foundations of todayâs microfabrication technologies. Topics include lithography, etching, surface micromachining technology, bulk micromachining, microsystem integration, device design, and mask layout. Special topics of the examples of MEMS applications will also be discussed.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SMMG
SMMG 5500,Additive Manufacturing Fundamentals,SMMG,2024-1,SMMG,SMMG,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"CUI, Huachen","This course aims to introduce the fundamentals of various additive manufacturing techniques, including fused deposition modeling (FDM), two-photon lithography, stereolithography (SLA), etc. The additive manufacturing process (FDM or SLA as an example) will be illustrated by actual model design, system setup and fabrication of parts.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SMMG
SMMG 5600,Fundamental Theories and Algorithms of CAD/CAM,SMMG,2024-1,SMMG,SMMG,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"TANG, Kai","This course covers topics such as curves and surfaces, geometric modeling basics, data structures in CAD/CAM, optimization, multi-axis path planning in NC machining and additive manufacturing, and projects. In addition to lectures, a 3-hour lab in SolidWorks and MATLAB programming will be offered.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SMMG
SMMG 5900,Advanced Metal Additive Manufacturing,SMMG,2024-1,SMMG,SMMG,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHANG, Kaihao","This course provides students with the latest knowledge and skills for metal additive manufacturing (AM) techniques and implications, as well as the fundamental understanding of process-structure-property relationships in material processing using AM.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SMMG
SMMG 6000M,Robotics in Manufacturing,SMMG,2024-1,SMMG,SMMG,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"HU, Pengcheng","This course covers the integration of industrial robotics with modern manufacturing industries. Basic theories like structure, forward and inverse kinematics, velocities and static forces, and trajectory and motion planning of robots will be introduced in this course. For some specific manufacturing scenarios, e.g., materials handling, processing (multi-axis milling, additive manufacturing, grinding, etc.), assembly, and inspection, some essential technologies like image processing and analysis and path planning in multi-axis milling and 3D printing will also be elaborated in detail. Students interested in industrial robots, especially the kinematics, motion and trajectory control, and computer vision of industry robots in the modern manufacturing industry, are encouraged to take this course.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SMMG
SMMG 6000S,Advanced Precision Engineering,SMMG,2024-1,SMMG,SMMG,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"CHEN, Mojun","How do we control the movement of an individual atom? What techniques are used to produce a cutting-edge semiconductor chip? What engineering feats are required to construct the Hong Kong-Zhuhai-Macao Bridge? This course on precision engineering explores the core concepts and skills needed, such as tool materials, cutting mechanics, ultra-precision machinery components, MEMS, and nanoscale additive manufacturing. Building on this knowledge, the course examines industry advancements, assesses the global landscape, and evaluates the future trajectory of precision engineering.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SMMG
